segment_id,road_name,start_lat,start_lon,end_lat,end_lon,risk_level,avg_traffic,speed_limit,lanes
pune_Hadapsar_Bypass_2,Hadapsar Bypass,18.512900000000002,73.93,18.5149,73.932,high,2154,50,3
pune_Hadapsar_Bypass_3,Hadapsar Bypass,18.5149,73.932,18.5169,73.934,high,870,50,3
pune_Hadapsar_Bypass_4,Hadapsar Bypass,18.5169,73.934,18.518900000000002,73.936,high,994,80,4
pune_Hadapsar_Bypass_5,Hadapsar Bypass,18.518900000000002,73.936,18.5209,73.938,high,3556,50,3
pune_Hadapsar_Bypass_6,Hadapsar Bypass,18.5209,73.938,18.5229,73.94,high,4330,50,2
pune_Hadapsar_Bypass_7,Hadapsar Bypass,18.5229,73.94,18.5249,73.94200000000001,high,1637,60,3
pune_Pimpri-Chinchwad_Link_0,Pimpri-Chinchwad Link,18.6298,73.8149,18.6318,73.81689999999999,high,4575,60,6
pune_Pimpri-Chinchwad_Link_1,Pimpri-Chinchwad Link,18.6318,73.81689999999999,18.6338,73.8189,high,4743,50,4
pune_Pimpri-Chinchwad_Link_2,Pimpri-Chinchwad Link,18.6338,73.8189,18.6358,73.8209,high,2288,80,2
pune_Pimpri-Chinchwad_Link_3,Pimpri-Chinchwad Link,18.6358,73.8209,18.6378,73.82289999999999,high,1281,80,3
pune_Pimpri-Chinchwad_Link_4,Pimpri-Chinchwad Link,18.6378,73.82289999999999,18.6398,73.8249,high,778,60,2
pune_Pimpri-Chinchwad_Link_5,Pimpri-Chinchwad Link,18.6398,73.8249,18.6418,73.8269,high,3405,80,4
pune_Pimpri-Chinchwad_Link_6,Pimpri-Chinchwad Link,18.6418,73.8269,18.6438,73.82889999999999,high,852,50,6
pune_Pimpri-Chinchwad_Link_7,Pimpri-Chinchwad Link,18.6438,73.82889999999999,18.645799999999998,73.8309,high,3247,60,6
pune_Wakad_Highway_0,Wakad Highway,18.5978,73.7636,18.5998,73.76559999999999,high,2392,50,4
pune_Wakad_Highway_1,Wakad Highway,18.5998,73.76559999999999,18.6018,73.7676,high,3977,50,6
pune_Wakad_Highway_2,Wakad Highway,18.6018,73.7676,18.6038,73.7696,high,2469,40,2
pune_Wakad_Highway_3,Wakad Highway,18.6038,73.7696,18.6058,73.77159999999999,high,1808,60,3
pune_Wakad_Highway_4,Wakad Highway,18.6058,73.77159999999999,18.6078,73.7736,high,2332,40,4
pune_Wakad_Highway_5,Wakad Highway,18.6078,73.7736,18.6098,73.7756,high,3930,40,6
pune_Wakad_Highway_6,Wakad Highway,18.6098,73.7756,18.6118,73.77759999999999,high,819,50,2
pune_Wakad_Highway_7,Wakad Highway,18.6118,73.77759999999999,18.613799999999998,73.7796,high,4066,50,4
pune_Wakad_Highway_8,Wakad Highway,18.613799999999998,73.7796,18.6158,73.7816,high,2065,80,6
pune_Wakad_Highway_9,Wakad Highway,18.6158,73.7816,18.6178,73.78359999999999,high,3344,80,3
pune_Wakad_Highway_10,Wakad Highway,18.6178,73.78359999999999,18.619799999999998,73.7856,high,4939,80,4
pune_Wakad_Highway_11,Wakad Highway,18.619799999999998,73.7856,18.6218,73.7876,high,513,60,3
pune_Baner_Road_0,Baner Road,18.5593,73.7815,18.5613,73.78349999999999,medium,4488,60,3
pune_Baner_Road_1,Baner Road,18.5613,73.78349999999999,18.5633,73.7855,medium,2622,50,6
pune_Baner_Road_2,Baner Road,18.5633,73.7855,18.5653,73.7875,medium,1151,60,4
pune_Baner_Road_3,Baner Road,18.5653,73.7875,18.5673,73.78949999999999,medium,576,40,4
pune_Baner_Road_4,Baner Road,18.5673,73.78949999999999,18.569300000000002,73.7915,medium,4986,40,4
pune_Baner_Road_5,Baner Road,18.569300000000002,73.7915,18.5713,73.7935,medium,4060,40,3
pune_Baner_Road_6,Baner Road,18.5713,73.7935,18.5733,73.79549999999999,medium,1833,40,3
pune_Baner_Road_7,Baner Road,18.5733,73.79549999999999,18.5753,73.7975,medium,4772,40,6
pune_Baner_Road_8,Baner Road,18.5753,73.7975,18.5773,73.7995,medium,1201,50,3
pune_Baner_Road_9,Baner Road,18.5773,73.7995,18.5793,73.80149999999999,medium,4133,50,2
pune_Baner_Road_10,Baner Road,18.5793,73.80149999999999,18.5813,73.8035,medium,967,50,4
pune_Baner_Road_11,Baner Road,18.5813,73.8035,18.5833,73.8055,medium,1747,40,3
pune_Deccan_Road_0,Deccan Road,18.5167,73.841,18.5187,73.84299999999999,low,4286,60,3
pune_Deccan_Road_1,Deccan Road,18.5187,73.84299999999999,18.5207,73.845,low,3269,40,6
pune_Deccan_Road_2,Deccan Road,18.5207,73.845,18.5227,73.847,low,4121,50,2
pune_Deccan_Road_3,Deccan Road,18.5227,73.847,18.5247,73.84899999999999,low,4055,60,6
pune_Deccan_Road_4,Deccan Road,18.5247,73.84899999999999,18.5267,73.851,low,2912,80,6
pune_Deccan_Road_5,Deccan Road,18.5267,73.851,18.5287,73.853,low,1708,80,4
pune_Deccan_Road_6,Deccan Road,18.5287,73.853,18.5307,73.85499999999999,low,2274,60,4
pune_Deccan_Road_7,Deccan Road,18.5307,73.85499999999999,18.5327,73.857,low,1157,50,4
