id,latitude,longitude,road_name,severity,date,time,datetime,weather,vehicle_type,road_risk_level
62,30.747416,76.743713,Madhya Marg,Fatal,2022-05-06,08:00,2022-05-06 08:00:00,Clear,Bike,low
63,30.713438,76.79876,Madhya Marg,Minor,2024-05-14,17:00,2024-05-14 17:00:00,Clear,Bike,low
64,30.794258,76.895012,Madhya Marg,Minor,2023-09-23,16:00,2023-09-23 16:00:00,Rain,Auto,low
65,30.693733,76.792933,Dakshin Marg,Minor,2022-12-16,12:00,2022-12-16 12:00:00,Rain,Bike,medium
66,30.606795,76.809552,Dakshin Marg,Fatal,2023-09-14,17:00,2023-09-14 17:00:00,Rain,Bus,medium
67,30.653134,76.792216,Dakshin Marg,Severe,2023-12-02,22:00,2023-12-02 22:00:00,Clear,Bike,medium
68,30.753571,76.72288,Madhya Marg,Severe,2022-09-22,03:00,2022-09-22 03:00:00,Fog,Bus,low
69,30.647499,76.822427,Dakshin Marg,Fatal,2025-03-20,18:00,2025-03-20 18:00:00,Fog,Auto,medium
70,30.736718,76.770756,Madhya Marg,Minor,2022-05-25,07:00,2022-05-25 07:00:00,Rain,Bike,low
71,30.719993,76.763111,Dakshin Marg,Minor,2023-08-06,21:00,2023-08-06 21:00:00,Rain,Truck,medium
72,30.750424,76.750608,Madhya Marg,Severe,2024-12-17,02:00,2024-12-17 02:00:00,Clear,Auto,low
73,30.738182,76.71504,Dakshin Marg,Fatal,2023-10-05,18:00,2023-10-05 18:00:00,Rain,Car,medium
74,30.704397,76.872086,Madhya Marg,Minor,2023-01-20,22:00,2023-01-20 22:00:00,Clear,Truck,low
75,30.788083,76.76479,Madhya Marg,Fatal,2023-08-14,06:00,2023-08-14 06:00:00,Fog,Bike,low
76,30.788587,76.831434,Madhya Marg,Minor,2022-05-01,03:00,2022-05-01 03:00:00,Fog,Bus,low
77,30.649983,76.8384,Dakshin Marg,Minor,2024-07-12,18:00,2024-07-12 18:00:00,Rain,Bike,medium
78,30.79765,76.710717,Madhya Marg,Minor,2022-03-06,05:00,2022-03-06 05:00:00,Fog,Truck,low
79,30.691499,76.727163,Dakshin Marg,Severe,2023-10-27,07:00,2023-10-27 07:00:00,Rain,Truck,medium
80,30.652057,76.724501,Dakshin Marg,Fatal,2025-04-05,11:00,2025-04-05 11:00:00,Rain,Bike,medium
81,30.745645,76.714935,Dakshin Marg,Severe,2022-08-22,03:00,2022-08-22 03:00:00,Rain,Auto,medium
82,30.652055,76.825982,Dakshin Marg,Severe,2024-04-07,00:00,2024-04-07 00:00:00,Clear,Car,medium
83,30.649544,76.797061,Dakshin Marg,Minor,2023-02-23,10:00,2023-02-23 10:00:00,Rain,Bike,medium
84,30.723144,76.776371,Madhya Marg,Severe,2022-06-02,09:00,2022-06-02 09:00:00,Rain,Car,low
85,30.605893,76.703909,Dakshin Marg,Minor,2022-09-08,10:00,2022-09-08 10:00:00,Clear,Auto,medium
86,30.742443,76.89688,Madhya Marg,Severe,2024-09-19,15:00,2024-09-19 15:00:00,Clear,Truck,low
87,30.790346,76.728551,Madhya Marg,Severe,2022-09-12,00:00,2022-09-12 00:00:00,Clear,Bus,low
88,30.731448,76.875925,Madhya Marg,Minor,2023-10-15,11:00,2023-10-15 11:00:00,Fog,Truck,low
89,30.657631,76.861569,Dakshin Marg,Minor,2024-06-10,21:00,2024-06-10 21:00:00,Rain,Truck,medium
90,30.731788,76.716813,Dakshin Marg,Fatal,2025-01-28,02:00,2025-01-28 02:00:00,Rain,Auto,medium
91,30.709922,76.718529,Dakshin Marg,Minor,2022-04-25,13:00,2022-04-25 13:00:00,Rain,Auto,medium
92,30.640146,76.763561,Dakshin Marg,Severe,2024-09-17,02:00,2024-09-17 02:00:00,Rain,Truck,medium
93,30.651682,76.772948,Dakshin Marg,Severe,2022-06-19,16:00,2022-06-19 16:00:00,Clear,Auto,medium
94,30.625123,76.779372,Dakshin Marg,Minor,2022-08-21,15:00,2022-08-21 15:00:00,Rain,Car,medium
95,30.77588,76.706095,Madhya Marg,Severe,2024-01-06,07:00,2024-01-06 07:00:00,Fog,Auto,low
96,30.644166,76.847467,Dakshin Marg,Minor,2024-11-29,13:00,2024-11-29 13:00:00,Fog,Truck,medium
97,30.654469,76.752972,Dakshin Marg,Minor,2022-07-24,03:00,2022-07-24 03:00:00,Rain,Bike,medium
98,30.68583,76.872043,Madhya Marg,Fatal,2025-02-22,05:00,2025-02-22 05:00:00,Fog,Bus,low
99,30.625597,76.791535,Dakshin Marg,Minor,2022-10-07,17:00,2022-10-07 17:00:00,Fog,Car,medium
100,30.719447,76.727079,Dakshin Marg,Minor,2024-03-22,07:00,2024-03-22 07:00:00,Rain,Truck,medium
101,30.704541,76.796508,Dakshin Marg,Fatal,2022-09-07,02:00,2022-09-07 02:00:00,Fog,Auto,medium
102,30.79483,76.773546,Madhya Marg,Minor,2023-07-29,14:00,2023-07-29 14:00:00,Fog,Car,low
103,30.653326,76.795463,Dakshin Marg,Minor,2022-08-30,20:00,2022-08-30 20:00:00,Clear,Bus,medium
104,30.654531,76.811189,Dakshin Marg,Minor,2022-02-18,16:00,2022-02-18 16:00:00,Fog,Car,medium
105,30.634285,76.746653,Dakshin Marg,Minor,2023-05-06,04:00,2023-05-06 04:00:00,Rain,Auto,medium
106,30.621787,76.801675,Dakshin Marg,Minor,2023-09-19,07:00,2023-09-19 07:00:00,Fog,Bus,medium
107,30.649459,76.83009,Dakshin Marg,Fatal,2024-01-30,02:00,2024-01-30 02:00:00,Rain,Car,medium
108,30.78067,76.732065,Madhya Marg,Severe,2024-09-18,12:00,2024-09-18 12:00:00,Fog,Truck,low
109,30.768335,76.718652,Madhya Marg,Minor,2023-02-28,17:00,2023-02-28 17:00:00,Clear,Truck,low
110,30.700822,76.757038,Dakshin Marg,Severe,2024-03-11,14:00,2024-03-11 14:00:00,Clear,Bus,medium
111,30.797344,76.890939,Madhya Marg,Severe,2024-07-28,09:00,2024-07-28 09:00:00,Rain,Auto,low
112,30.602774,76.861301,Dakshin Marg,Minor,2022-04-25,20:00,2022-04-25 20:00:00,Clear,Bike,medium
113,30.775772,76.797382,Madhya Marg,Minor,2023-03-24,12:00,2023-03-24 12:00:00,Rain,Truck,low
114,30.746358,76.740366,Madhya Marg,Minor,2025-02-03,06:00,2025-02-03 06:00:00,Clear,Bike,low
115,30.763449,76.889914,Madhya Marg,Severe,2023-07-01,10:00,2023-07-01 10:00:00,Fog,Bike,low
116,30.686023,76.706007,Dakshin Marg,Minor,2025-02-17,17:00,2025-02-17 17:00:00,Rain,Auto,medium
117,30.788581,76.828084,Madhya Marg,Minor,2022-09-17,03:00,2022-09-17 03:00:00,Fog,Bus,low
118,30.740398,76.840084,Madhya Marg,Minor,2024-06-21,01:00,2024-06-21 01:00:00,Rain,Truck,low
119,30.754784,76.89915,Madhya Marg,Minor,2024-09-02,18:00,2024-09-02 18:00:00,Fog,Bus,low
120,30.789109,76.800929,Madhya Marg,Minor,2023-08-30,08:00,2023-08-30 08:00:00,Fog,Bike,low
121,30.690257,76.769053,Dakshin Marg,Severe,2025-02-16,19:00,2025-02-16 19:00:00,Fog,Bus,medium
122,30.618209,76.730939,Dakshin Marg,Minor,2024-02-25,09:00,2024-02-25 09:00:00,Clear,Car,medium
123,30.738164,76.861909,Madhya Marg,Minor,2022-04-12,08:00,2022-04-12 08:00:00,Rain,Bike,low
124,30.630342,76.726714,Dakshin Marg,Minor,2023-03-11,23:00,2023-03-11 23:00:00,Clear,Truck,medium
125,30.700004,76.772064,Dakshin Marg,Severe,2023-03-09,05:00,2023-03-09 05:00:00,Clear,Truck,medium
126,30.658114,76.866369,Dakshin Marg,Fatal,2022-06-28,19:00,2022-06-28 19:00:00,Rain,Auto,medium
127,30.603523,76.83274,Dakshin Marg,Minor,2023-05-27,15:00,2023-05-27 15:00:00,Fog,Truck,medium
128,30.691096,76.8331,Dakshin Marg,Minor,2023-07-30,15:00,2023-07-30 15:00:00,Clear,Car,medium
129,30.774912,76.872091,Madhya Marg,Minor,2023-10-18,03:00,2023-10-18 03:00:00,Clear,Truck,low
130,30.613404,76.797206,Dakshin Marg,Minor,2024-02-11,06:00,2024-02-11 06:00:00,Clear,Truck,medium
131,30.759118,76.784239,Madhya Marg,Severe,2024-07-19,12:00,2024-07-19 12:00:00,Clear,Bus,low
132,30.676424,76.719165,Dakshin Marg,Minor,2022-01-09,17:00,2022-01-09 17:00:00,Fog,Truck,medium
133,30.606158,76.894984,Dakshin Marg,Minor,2022-04-03,02:00,2022-04-03 02:00:00,Clear,Auto,medium
134,30.700745,76.870706,Madhya Marg,Minor,2022-02-04,08:00,2022-02-04 08:00:00,Fog,Car,low
135,30.7589,76.743749,Madhya Marg,Severe,2024-08-16,23:00,2024-08-16 23:00:00,Fog,Bus,low
136,30.779058,76.837577,Madhya Marg,Severe,2024-06-03,04:00,2024-06-03 04:00:00,Rain,Bike,low
137,30.635683,76.779878,Dakshin Marg,Minor,2022-12-15,20:00,2022-12-15 20:00:00,Rain,Bike,medium
138,30.768042,76.831573,Madhya Marg,Severe,2022-12-27,08:00,2022-12-27 08:00:00,Fog,Auto,low
139,30.734204,76.742827,Dakshin Marg,Fatal,2022-06-15,18:00,2022-06-15 18:00:00,Rain,Bike,medium
140,30.789876,76.868351,Madhya Marg,Fatal,2023-05-30,21:00,2023-05-30 21:00:00,Clear,Bus,low
141,30.685361,76.871792,Madhya Marg,Minor,2024-03-09,03:00,2024-03-09 03:00:00,Clear,Bike,low
142,30.744626,76.8135,Madhya Marg,Severe,2022-10-13,14:00,2022-10-13 14:00:00,Clear,Bus,low
143,30.74015,76.840311,Madhya Marg,Minor,2024-08-09,05:00,2024-08-09 05:00:00,Clear,Bus,low
144,30.697067,76.8314,Madhya Marg,Minor,2023-05-22,16:00,2023-05-22 16:00:00,Rain,Car,low
145,30.60308,76.799977,Dakshin Marg,Minor,2023-01-23,01:00,2023-01-23 01:00:00,Clear,Auto,medium
146,30.681949,76.854683,Dakshin Marg,Severe,2023-01-27,10:00,2023-01-27 10:00:00,Fog,Car,medium
147,30.682309,76.825526,Dakshin Marg,Fatal,2023-09-08,03:00,2023-09-08 03:00:00,Rain,Bus,medium
148,30.798723,76.887189,Madhya Marg,Minor,2024-05-17,19:00,2024-05-17 19:00:00,Rain,Bus,low
149,30.724415,76.836791,Madhya Marg,Fatal,2022-07-10,01:00,2022-07-10 01:00:00,Clear,Truck,low
150,30.619908,76.877726,Dakshin Marg,Fatal,2023-07-12,00:00,2023-07-12 00:00:00,Fog,Bus,medium
151,30.613243,76.765798,Dakshin Marg,Minor,2022-09-12,21:00,2022-09-12 21:00:00,Fog,Bus,medium
152,30.690939,76.875812,Madhya Marg,Minor,2025-03-13,03:00,2025-03-13 03:00:00,Clear,Truck,low
153,30.706832,76.836003,Madhya Marg,Minor,2022-10-21,03:00,2022-10-21 03:00:00,Rain,Car,low
154,30.616399,76.797813,Dakshin Marg,Fatal,2023-12-19,23:00,2023-12-19 23:00:00,Rain,Bike,medium
155,30.722189,76.863797,Madhya Marg,Minor,2024-12-02,04:00,2024-12-02 04:00:00,Fog,Car,low
156,30.737195,76.85286,Madhya Marg,Severe,2024-03-08,06:00,2024-03-08 06:00:00,Rain,Bike,low
157,30.713203,76.856641,Madhya Marg,Minor,2023-12-17,06:00,2023-12-17 06:00:00,Rain,Auto,low
158,30.720973,76.781625,Madhya Marg,Fatal,2022-10-07,10:00,2022-10-07 10:00:00,Clear,Car,low
159,30.750618,76.787775,Madhya Marg,Minor,2025-02-16,08:00,2025-02-16 08:00:00,Clear,Bus,low
160,30.785631,76.831264,Madhya Marg,Minor,2023-04-02,05:00,2023-04-02 05:00:00,Fog,Bus,low
161,30.738986,76.884664,Madhya Marg,Minor,2025-03-23,09:00,2025-03-23 09:00:00,Rain,Bus,low
162,30.732348,76.876273,Madhya Marg,Fatal,2022-06-04,01:00,2022-06-04 01:00:00,Clear,Truck,low
163,30.63389,76.756106,Dakshin Marg,Severe,2025-02-27,16:00,2025-02-27 16:00:00,Fog,Auto,medium
164,30.705637,76.80416,Dakshin Marg,Severe,2023-03-14,00:00,2023-03-14 00:00:00,Clear,Bike,medium
165,30.718602,76.858173,Madhya Marg,Minor,2024-05-17,14:00,2024-05-17 14:00:00,Clear,Bus,low
166,30.671994,76.803716,Dakshin Marg,Fatal,2023-03-11,16:00,2023-03-11 16:00:00,Rain,Car,medium
167,30.798291,76.838585,Madhya Marg,Fatal,2024-01-21,19:00,2024-01-21 19:00:00,Fog,Bike,low
168,30.729079,76.735092,Dakshin Marg,Minor,2024-12-06,04:00,2024-12-06 04:00:00,Fog,Bike,medium
169,30.778238,76.766373,Madhya Marg,Minor,2023-06-01,13:00,2023-06-01 13:00:00,Fog,Auto,low
170,30.746622,76.7923,Madhya Marg,Minor,2022-03-30,18:00,2022-03-30 18:00:00,Clear,Truck,low
171,30.786909,76.833204,Madhya Marg,Minor,2023-05-01,09:00,2023-05-01 09:00:00,Clear,Bike,low
172,30.608046,76.734432,Dakshin Marg,Severe,2022-04-19,02:00,2022-04-19 02:00:00,Fog,Bus,medium
173,30.614284,76.851598,Dakshin Marg,Minor,2023-11-23,16:00,2023-11-23 16:00:00,Rain,Bike,medium
174,30.73139,76.769559,Madhya Marg,Minor,2023-04-21,14:00,2023-04-21 14:00:00,Rain,Truck,low
175,30.692711,76.705106,Dakshin Marg,Severe,2024-06-21,23:00,2024-06-21 23:00:00,Fog,Truck,medium
176,30.732717,76.842183,Madhya Marg,Minor,2022-03-21,04:00,2022-03-21 04:00:00,Clear,Car,low
177,30.737214,76.896028,Madhya Marg,Minor,2022-07-06,01:00,2022-07-06 01:00:00,Rain,Auto,low
178,30.689054,76.709558,Dakshin Marg,Minor,2022-05-05,06:00,2022-05-05 06:00:00,Rain,Auto,medium
179,30.799019,76.705086,Madhya Marg,Severe,2025-03-24,20:00,2025-03-24 20:00:00,Fog,Auto,low
180,30.706306,76.781405,Dakshin Marg,Severe,2024-04-04,03:00,2024-04-04 03:00:00,Rain,Auto,medium
181,30.756854,76.813117,Madhya Marg,Minor,2024-06-27,11:00,2024-06-27 11:00:00,Rain,Auto,low
182,30.723756,76.885916,Madhya Marg,Minor,2024-07-18,06:00,2024-07-18 06:00:00,Rain,Auto,low
183,30.793715,76.800278,Madhya Marg,Minor,2022-09-08,07:00,2022-09-08 07:00:00,Fog,Auto,low
184,30.672345,76.802474,Dakshin Marg,Minor,2024-01-13,20:00,2024-01-13 20:00:00,Rain,Bike,medium
185,30.609978,76.722758,Dakshin Marg,Minor,2022-02-18,22:00,2022-02-18 22:00:00,Clear,Bike,medium
186,30.693623,76.724884,Dakshin Marg,Minor,2023-07-03,06:00,2023-07-03 06:00:00,Rain,Bike,medium
187,30.621836,76.884947,Dakshin Marg,Severe,2022-11-21,21:00,2022-11-21 21:00:00,Fog,Bike,medium
188,30.668798,76.817413,Dakshin Marg,Severe,2022-11-09,02:00,2022-11-09 02:00:00,Clear,Truck,medium
189,30.708327,76.806646,Madhya Marg,Minor,2022-12-10,08:00,2022-12-10 08:00:00,Fog,Auto,low
190,30.776363,76.78877,Madhya Marg,Minor,2022-05-02,21:00,2022-05-02 21:00:00,Rain,Car,low
191,30.631842,76.885681,Dakshin Marg,Severe,2022-11-06,08:00,2022-11-06 08:00:00,Clear,Bike,medium
192,30.606413,76.786179,Dakshin Marg,Severe,2023-12-15,01:00,2023-12-15 01:00:00,Fog,Bike,medium
193,30.631122,76.833489,Dakshin Marg,Severe,2024-06-28,01:00,2024-06-28 01:00:00,Clear,Truck,medium
194,30.728869,76.841007,Madhya Marg,Fatal,2022-06-18,14:00,2022-06-18 14:00:00,Rain,Car,low
195,30.740986,76.83717,Madhya Marg,Minor,2024-02-23,01:00,2024-02-23 01:00:00,Fog,Car,low
196,30.746876,76.882565,Madhya Marg,Minor,2022-09-28,13:00,2022-09-28 13:00:00,Fog,Truck,low
197,30.663423,76.82599,Dakshin Marg,Severe,2022-11-25,14:00,2022-11-25 14:00:00,Fog,Bus,medium
198,30.727724,76.850949,Madhya Marg,Severe,2024-01-07,04:00,2024-01-07 04:00:00,Rain,Bus,low
199,30.644976,76.772787,Dakshin Marg,Minor,2022-10-26,08:00,2022-10-26 08:00:00,Fog,Bus,medium
200,30.783831,76.789588,Madhya Marg,Severe,2024-03-22,12:00,2024-03-22 12:00:00,Clear,Car,low
201,30.666953,76.829646,Dakshin Marg,Minor,2022-08-23,16:00,2022-08-23 16:00:00,Fog,Bike,medium
202,30.701532,76.8394,Madhya Marg,Minor,2024-11-26,18:00,2024-11-26 18:00:00,Fog,Bus,low
203,30.710999,76.817647,Madhya Marg,Minor,2024-08-03,16:00,2024-08-03 16:00:00,Clear,Car,low
204,30.634087,76.853067,Dakshin Marg,Severe,2022-08-08,13:00,2022-08-08 13:00:00,Clear,Truck,medium
205,30.76522,76.786961,Madhya Marg,Severe,2023-05-07,19:00,2023-05-07 19:00:00,Clear,Auto,low
206,30.759082,76.843347,Madhya Marg,Minor,2025-02-27,00:00,2025-02-27 00:00:00,Clear,Bike,low
207,30.664857,76.871023,Dakshin Marg,Fatal,2023-03-30,22:00,2023-03-30 22:00:00,Clear,Bike,medium
208,30.619368,76.888447,Dakshin Marg,Minor,2022-06-20,18:00,2022-06-20 18:00:00,Fog,Car,medium
209,30.685658,76.715337,Dakshin Marg,Fatal,2023-05-09,15:00,2023-05-09 15:00:00,Clear,Truck,medium
210,30.734437,76.716348,Dakshin Marg,Minor,2024-11-04,08:00,2024-11-04 08:00:00,Rain,Car,medium
211,30.712597,76.892566,Madhya Marg,Fatal,2024-12-25,02:00,2024-12-25 02:00:00,Clear,Truck,low
212,30.651871,76.712045,Dakshin Marg,Severe,2024-05-07,22:00,2024-05-07 22:00:00,Rain,Truck,medium
213,30.715926,76.815233,Madhya Marg,Minor,2023-04-12,07:00,2023-04-12 07:00:00,Clear,Bus,low
214,30.748228,76.847653,Madhya Marg,Fatal,2022-02-10,10:00,2022-02-10 10:00:00,Rain,Auto,low
215,30.757036,76.793993,Madhya Marg,Minor,2022-10-31,22:00,2022-10-31 22:00:00,Clear,Bike,low
216,30.792871,76.831474,Madhya Marg,Severe,2022-01-12,12:00,2022-01-12 12:00:00,Fog,Car,low
217,30.610398,76.76782,Dakshin Marg,Severe,2024-09-23,22:00,2024-09-23 22:00:00,Rain,Car,medium
218,30.662256,76.817778,Dakshin Marg,Minor,2025-02-26,04:00,2025-02-26 04:00:00,Fog,Bus,medium
219,30.756093,76.804274,Madhya Marg,Minor,2022-04-18,10:00,2022-04-18 10:00:00,Fog,Bike,low
220,30.601258,76.795405,Dakshin Marg,Minor,2022-02-06,15:00,2022-02-06 15:00:00,Clear,Bus,medium
221,30.796127,76.84082,Madhya Marg,Minor,2022-04-14,11:00,2022-04-14 11:00:00,Fog,Bus,low
222,30.78098,76.81117,Madhya Marg,Fatal,2023-04-04,16:00,2023-04-04 16:00:00,Clear,Car,low
223,30.762628,76.756343,Madhya Marg,Minor,2023-10-16,10:00,2023-10-16 10:00:00,Clear,Auto,low
224,30.652803,76.725115,Dakshin Marg,Minor,2023-03-01,13:00,2023-03-01 13:00:00,Rain,Truck,medium
225,30.644655,76.804979,Dakshin Marg,Minor,2024-04-28,06:00,2024-04-28 06:00:00,Clear,Car,medium
226,30.720751,76.819121,Madhya Marg,Minor,2025-02-04,04:00,2025-02-04 04:00:00,Fog,Bus,low
227,30.654918,76.750067,Dakshin Marg,Severe,2024-08-06,14:00,2024-08-06 14:00:00,Rain,Auto,medium
228,30.740156,76.775522,Madhya Marg,Severe,2024-07-02,12:00,2024-07-02 12:00:00,Clear,Auto,low
229,30.790955,76.757881,Madhya Marg,Fatal,2023-06-16,05:00,2023-06-16 05:00:00,Clear,Truck,low
230,30.689235,76.831793,Dakshin Marg,Severe,2024-01-25,11:00,2024-01-25 11:00:00,Rain,Auto,medium
231,30.674977,76.783888,Dakshin Marg,Fatal,2024-02-23,01:00,2024-02-23 01:00:00,Rain,Truck,medium
232,30.77303,76.863325,Madhya Marg,Severe,2022-08-22,00:00,2022-08-22 00:00:00,Fog,Car,low
233,30.699553,76.738204,Dakshin Marg,Minor,2024-08-06,13:00,2024-08-06 13:00:00,Clear,Bike,medium
234,30.798139,76.732302,Madhya Marg,Severe,2023-03-07,18:00,2023-03-07 18:00:00,Clear,Bike,low
235,30.677102,76.870762,Madhya Marg,Severe,2022-05-12,18:00,2022-05-12 18:00:00,Fog,Truck,low
